case_id,thread_id,customer_message,conversation_context,candidate_type,timestamp,taxonomy_version,split_version,sampling_version
spotify-gold-candidate-199,twcs-3e02551745f663065760,"<mention> hi! I'm so sorry for distracting you, but will playlist 'Your Top of the Year' appear this year? =)","CUSTOMER: <mention> hi! I'm so sorry for distracting you, but will playlist 'Your Top of the Year' appear this year? =) || SPOTIFY: <mention> Hi there! We're afraid we don't have any info to share right now, but we'll let everyone know as soon as we got something to announce 😉 /JM",REPRESENTATIVE,2017-11-29T18:54:14+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-208,twcs-fbe0cd4efaf34686cb9a,<mention> why tf can’t i look at the lyrics of songs like i can on Apple Music? Cmon now step it up,"CUSTOMER: <mention> why tf can’t i look at the lyrics of songs like i can on Apple Music? Cmon now step it up || SPOTIFY: <mention> Hey! This option isn't available at the moment, but you can connect your Spotify account to the Musixmatch mobile app to enjoy lyrics: <url> if you’re Premium /CP || CUSTOMER: <mention> <mention> You should integrate Musixmatch into Spotify like Snapchat did with Shazam. || SPOTIFY: <mention> Hey there! Just click on the link we sent earlier. There's more info there about Musixmatch and Spotify. Hope this helps /RB",REPRESENTATIVE,2017-11-28T20:40:52+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-217,twcs-39366fd1a0bec4da9ff9,<mention> I got an offer for one year of Premium for $99 but I can't figure out how to enact it? Stuck on page with info about Premium...I get it...I want it...,"CUSTOMER: <mention> I got an offer for one year of Premium for $99 but I can't figure out how to enact it? Stuck on page with info about Premium...I get it...I want it... || SPOTIFY: <mention> Hey, help's here! Can you try heading to <url> Let us know how it goes /MG || CUSTOMER: <mention> It worked! thanks",REPRESENTATIVE,2017-12-02T16:27:02+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-064,twcs-eb857297a4fe7fcc8ace,<mention> your mac app keeps crashing my mac! HELP!!!!,"CUSTOMER: <mention> your mac app keeps crashing my mac! HELP!!!! || SPOTIFY: <mention> That's not cool! Can you let us know your Mac's operating system and the Spotify version you're running? We'll see what we can suggest /LO || CUSTOMER: <mention> I'm using OS El Capitan 10.11.6 and my Spotify version is 1.0.68.407.g6864aaaf || SPOTIFY: <mention> Thanks. Are you seeing any error messages when the app crashes? If so, could you send us a screenshot? /LO || CUSTOMER: <mention> I cannot see anything! The screen turns black and the fans go off..ultimately the system shuts down! || SPOTIFY: <mention> Hmm, that's odd. In this case, we'd suggest that you do a clean reinstall. You can follow the steps here: <url> Let us know how it goes /LO",REPRESENTATIVE,2017-12-01T20:38:30+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-181,twcs-138dbdaa1e045cea53f4,<mention> took it upon themselves to delete my library of 2k+ songs... I have no words to express my anger...,"CUSTOMER: <mention> took it upon themselves to delete my library of 2k+ songs... I have no words to express my anger... || SPOTIFY: <mention> Hi Jess! Don't worry, we'll sort this out. What's the exact device, operating system, and Spotify app version you're using? Did you notice this issue while you were streaming music or during offline listening? We'll see what we can suggest /NJ || CUSTOMER: <mention> It actually resolved itself! I think the App needed updated, Galaxy s8+, you guys are the best for replying though! 👌👍 #Spotifyforlife || SPOTIFY: <mention> Glad you're back in the groove! Just give us a shout if the problem persists or for anything else. We're... <url> 😁 /NJ",REPRESENTATIVE,2017-12-03T05:00:03+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-001,twcs-74dd296942104a7177ea,<mention> hello! Any tips to improve my Discover Weekly? It’s been absolute garbage recently :(,"CUSTOMER: <mention> hello! Any tips to improve my Discover Weekly? It’s been absolute garbage recently :( || SPOTIFY: <mention> Hey there! To keep Discover Weekly fresh, keep listening to more of your favorite tunes. This will mix things up. Hope this helps /JP || CUSTOMER: <mention> Thnx. Do your algorithms know when I’m skipping tracks/ not listening to the whole track? || SPOTIFY: <mention> On the Spotify desktop app, you can now tap the heart or no entry icons to tell us whether you like or don't like the track. This will help our algorithms determine the best tunes for your ears when updating your Discover Weekly. Give us a shout if you have any questions /JZ || CUSTOMER: <mention> Thnx. Mostly listen on iPhone. You used to be able to do that on the iOS app right? No more? :( || SPOTIFY: <mention> We hear you. We're always testing things in order to improve Spotify. Rest assured, we've passed your feedback on to our devs. Give us a shout for anything else /RC",REPRESENTATIVE,2017-11-27T07:34:49+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-091,twcs-c72085fc60181b54a7ca,Wait what do you mean I can only listen to music on shuffle this is such bullshit <mention> <url>,CUSTOMER: Wait what do you mean I can only listen to music on shuffle this is such bullshit <mention> <url> || SPOTIFY: <mention> Hey! We're afraid playing songs on-demand is a Premium feature. There's more info at <url> /RC,REPRESENTATIVE,2017-11-25T23:21:22+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-073,twcs-8c659e67ac26f5fa9ef3,<mention> Any update on the windows 7 update bug? I miss my playlists :[,CUSTOMER: <mention> Any update on the windows 7 update bug? I miss my playlists :[ || SPOTIFY: <mention> Hey there! What's happening exactly? Can you DM us your account's username or email address? We'll check backstage /AP <url>,REPRESENTATIVE,2017-12-02T19:41:36+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-146,twcs-52d526247fc8bb8410f5,"<mention> Y'all being DDoS'd? Having trouble connecting, other things loading fine.","CUSTOMER: <mention> Y'all being DDoS'd? Having trouble connecting, other things loading fine. || SPOTIFY: <mention> Hey James! We had a little hiccup backstage, but it should be working now. We're here if you need us /CE",REPRESENTATIVE,2017-11-28T20:53:24+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-137,twcs-5ad3b25274bb8a5301ed,<mention> volume dropped to below half as a result of changing streaming from another device to phone. How do I get it back?,"SPOTIFY: <mention> Hey Doug. What devices, operating systems, and Spotify versions is this happening on? We'll see what we can suggest /AY || CUSTOMER: <mention> Hi Galaxy S8 G9505 Android 7.0 Spotify 8.4.29.289 has been updated since issue commenced. Also if relevant Samsung experience 8.1 Streaming to JBL extreme but occurred when deciding to switch from other device to S8 in Spotify || CUSTOMER: <mention> Other device apple iPod touch 5 iOS 9.3.5. Spotify version ready to be updated to 8.4.28 || SPOTIFY: <mention> Thanks for the details. Does restarting your devices help at all? /AP || CUSTOMER: <mention> No did not help. Reinstalled Spotify no change || SPOTIFY: <mention> Hmm. That's odd. Is it this only happening on the Spotify app? /AP",REPRESENTATIVE,2017-12-01T11:15:48+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-173,twcs-54fe1476ce402cf6c1c7,Applications with a minimum window size should be cancelled effective yesterday. Looking at you <mention> <mention>.,"CUSTOMER: Applications with a minimum window size should be cancelled effective yesterday. Looking at you <mention> <mention>. || CUSTOMER: <mention> <mention> I use a tiling WM on macOS and these two mess it up by trying to pretend they have more authority about where windows are placed on my system than I do. || CUSTOMER: <mention> <mention> Oh man, <mention> has a minimum window height *and* width. That's a disgrace. || SPOTIFY: <mention> Hi Elliot! Thanks for the feedback. We'll be sure to pass your feedback onto the right team. Let us know if there's anything else we can do for you /DV",REPRESENTATIVE,2017-11-27T03:07:31+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-236,twcs-d942f744dbd2006e2c51,I guess Spotify is classed as a threat now? <mention> (Avast Anti-Virus) <url>,"CUSTOMER: I guess Spotify is classed as a threat now? <mention> (Avast Anti-Virus) <url> || SPOTIFY: <mention> Hey Joanna! That's odd. Can you let us know what operating system and Spotify version this is happening on? We'll check it out /CM || CUSTOMER: <mention> Windows 10, Spotify v:1.0.69.323.g0f4f2ad0 || SPOTIFY: <mention> Thanks for the info. Just to check, can you exclude Spotify files from scanning in Avast by following the steps at <url> Keep us posted /MT",REPRESENTATIVE,2017-12-01T20:56:03+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-038,twcs-e2c58cc6634b77333d06,<mention> Is there any chance in the future for group listening with a synchronized stream to friends' devices?,"CUSTOMER: <mention> Is there any chance in the future for group listening with a synchronized stream to friends' devices? || CUSTOMER: <mention> also the lyrics function coming back || SPOTIFY: <mention> Hey! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. As for the lyrics, we hear you. Any updates will be posted at <url> We'd recommend voting to support the idea, too /NQ",REPRESENTATIVE,2017-11-29T04:38:36+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-218,twcs-14615608af65d6c19e01,<mention> <mention> the Spotify/Sonos link is down. Other services seem ok.,"CUSTOMER: <mention> <mention> the Spotify/Sonos link is down. Other services seem ok. || SPOTIFY: <mention> Hi there. We're looking into this with Sonos at the moment. We'll have it back up and running as soon as we can! If you need anything else, we're only a tweet away /TX",REPRESENTATIVE,2017-11-30T17:22:06+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-011,twcs-5dcddcb6c027b8566b5f,"<mention> are you having issues? Search just brings me to a blank page. Doesn't work on wifi or mobile. Running iOS 10.3.3. Started today, wasn't an issue yesterday. <url>","CUSTOMER: <mention> are you having issues? Search just brings me to a blank page. Doesn't work on wifi or mobile. Running iOS 10.3.3. Started today, wasn't an issue yesterday. <url> || SPOTIFY: <mention> Hey Fiona! Everything should be running smoothly now. Let us know if this is still happening /GS",REPRESENTATIVE,2017-11-28T20:57:33+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-083,twcs-c0e933c3eca74e20cb7c,"<mention> Spotify works with the Bose client but since half an hour not with your own client (iPhone, latest iOS).","CUSTOMER: <mention> Spotify works with the Bose client but since half an hour not with your own client (iPhone, latest iOS). || SPOTIFY: <mention> Hey, thanks for the report! We had a little hiccup earlier, but everything should be running just fine now /JS",REPRESENTATIVE,2017-11-28T21:06:33+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-191,twcs-294c90fe8ae6a14d7370,"Hey <mention> I can't log in on my computer. Keep getting a message that there's no internet connection, but I'm connected to both my wifi and a VPN. What gives?","CUSTOMER: Hey <mention> I can't log in on my computer. Keep getting a message that there's no internet connection, but I'm connected to both my wifi and a VPN. What gives? || SPOTIFY: <mention> Hey Samra, we're here to help! Can you try restarting your computer? It would also be best to disable your VPN as we don't officially support VPNs. Let us know how it goes /JP",REPRESENTATIVE,2017-11-29T18:23:35+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-164,twcs-0fbe06a7eff128e4f024,"<mention> Your API endpoints (eg /me, /browse/featured-playlists) are frequently returning a 404 errors (eg 50% of all requests). Is something going on at HQ?","SPOTIFY: <mention> Hey James! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /MT || CUSTOMER: <mention> Send a HTTP GET request (eg: <url> using any device. Tested on Windows and Linux with CURL, ajax and Firebug. || SPOTIFY: <mention> Got it. We have more info about this here: <url> We hope that helps! /MT || CUSTOMER: <mention> ...that's just a link to the documentation. Try using your own API Console (beta) and you'll see the exact issue: <url> || SPOTIFY: <mention> Apologies for the confusion. Your developer questions can be asked at <url> They'll be able to help you further /MT || CUSTOMER: <mention> It's not a developer question, so much as an issue with your API. <url>",REPRESENTATIVE,2017-11-30T23:31:28+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-200,twcs-f9295fb3e33de515470c,<mention> why are all the ads double the volume? it's so aggravating! are you doing anything about this issue?,"CUSTOMER: <mention> why are all the ads double the volume? it's so aggravating! are you doing anything about this issue? || SPOTIFY: <mention> Hey there! Is this happening with specific ads, or all of them? Also, can you let us know which device and operating system you're using? /NQ || CUSTOMER: <mention> Most of the ads are too loud, significantly louder than music is. It's on all platforms and devices. Need to implement some kind of avg loudness req || SPOTIFY: <mention> Thanks for taking the time to reach out – we've passed this on to our Ads team. Let us know if there's anything else we can help you with /NQ",REPRESENTATIVE,2017-11-29T01:47:10+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-074,twcs-e13c87cf8a7330f80205,"<mention> I upgraded to Premium for 9,99€/3months this morning. As this new status wasn’t showing up in my account details, I disconnected the APP in order to refresh it. It’s not logging me in since then. Neither via Facebook nor via user/pass. Could you look into it? <url>","CUSTOMER: <mention> I upgraded to Premium for 9,99€/3months this morning. As this new status wasn’t showing up in my account details, I disconnected the APP in order to refresh it. It’s not logging me in since then. Neither via Facebook nor via user/pass. Could you look into it? <url> || CUSTOMER: <mention> Device: iPhone 5s iOS: latest 11.1.2 || SPOTIFY: <mention> Hi Lazarus, thanks for the screenshots! Can you also DM us your account's email address? We'll figure out what's going on backstage /RR <url>",REPRESENTATIVE,2017-11-29T14:25:21+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-065,twcs-eec7524728f05ae27e4f,<mention> foreign speakers are showing up on my list of Available Devices on my Android Phone. Looked into it (<url> and seems a common hack people do though not clear how to fix it. Please help,"CUSTOMER: <mention> foreign speakers are showing up on my list of Available Devices on my Android Phone. Looked into it (<url> and seems a common hack people do though not clear how to fix it. Please help || SPOTIFY: <mention> Hi there. Thanks for bringing this up. To start, can you DM us your username or email address so we can pull up your account? /JU <url>",REPRESENTATIVE,2017-12-02T23:13:03+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-101,twcs-27c401edeb3038bf2fb4,"<mention> pls help me, I just purchased premium, but the Behind Lyrics doesn't appear when I play one of the songs. I thought its because the device I have, Android. Bcs I logged in into iPhone, the Behind Lyrics appear. Thanks.","CUSTOMER: <mention> I'm using Samsung J5 year 2015 and 8.4.28.875 armV7 for the Spotify version. Thank you ;) || SPOTIFY: <mention> Thanks for those details. Could you go to Your Library &gt; Settings &gt; Behind the Lyrics to see if it's enabled? Then, try logging out and back in again. Any difference? /MA || CUSTOMER: <mention> I did it. No difference 😦 || SPOTIFY: <mention> Does this happen over WiFi, 3G/4G, or both? Is it the same when you're using other Android devices? /MA || CUSTOMER: <mention> I use 4G, never using Spotify over WiFi. I haven't tried on other Android devices. btw, I have updated the new version but still the same. || SPOTIFY: <mention> Could you send us a DM with your account's email address? We'll take a look backstage /MA <url>",REPRESENTATIVE,2017-11-27T07:37:13+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-047,twcs-5255cb0ad99f5bb848e5,"Hey <mention> , is there a reason why ""installing Spotify"" comes up every time I open on my PC? I hope it's not an 'automatic update'.","CUSTOMER: Hey <mention> , is there a reason why ""installing Spotify"" comes up every time I open on my PC? I hope it's not an 'automatic update'. || SPOTIFY: <mention> Hi there, thanks for bearing with us. Spotify should be working perfectly again! 🙂 /GN",REPRESENTATIVE,2017-11-28T20:31:15+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-020,twcs-3832f1e172c95e4f4d29,Anyone else having this problem with <mention> when searching/browsing? <url>,"CUSTOMER: Anyone else having this problem with <mention> when searching/browsing? <url> || CUSTOMER: <mention> <mention> Me, on two devices, one in 4G one on WiFi <mention> || SPOTIFY: <mention> Hey Bastien! Can you DM us your account's username or email address? We'll check backstage /NG <url>",REPRESENTATIVE,2017-11-28T20:14:44+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-092,twcs-fd694912a19b913fed9f,<mention> Can you explain how a stranger on the bus could ever be able to start playing their music through my iPhone? <url>,CUSTOMER: <mention> Can you explain how a stranger on the bus could ever be able to start playing their music through my iPhone? <url> || CUSTOMER: <mention> <mention> Mine regularly offers to connect to a chromecast. We don’t have a chromecast. || SPOTIFY: <mention> Hey Paul! This doesn't sound good. Can you DM us your account's email address? We'll have a look /KT <url> || SPOTIFY: <mention> Hi John - that doesn't seem right! Can you DM us your account's email address or username? We'll take a look backstage /GT <url>,REPRESENTATIVE,2017-12-02T11:28:24+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-056,twcs-2f815f414dfb3f4fd372,<mention> trying to disconnect my account from FaceBook but proving impossible because I opened the account with FB. Is it possible to still have a premium account without having to wait for my premium expire!?,"CUSTOMER: <mention> trying to disconnect my account from FaceBook but proving impossible because I opened the account with FB. Is it possible to still have a premium account without having to wait for my premium expire!? || SPOTIFY: <mention> Hi Harrison, help's arrived! Can you DM us your account's email address? We'll take a look /GT <url>",REPRESENTATIVE,2017-12-02T04:08:01+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-165,twcs-76fb510fb5be7beed244,"<mention> Hallo admin, Saya sudah bayar akun milik saya untuk menjadi premium pada hari Sabtu tanggal 25 November 2017, akan tetapi akun saya tidak kunjung premium sampai saat ini. Saya udah coba email, tapi sejak hari sabtu di bilang masih dalam tahap proses. Gimana lagi yaa?","CUSTOMER: <mention> Hallo admin, Saya sudah bayar akun milik saya untuk menjadi premium pada hari Sabtu tanggal 25 November 2017, akan tetapi akun saya tidak kunjung premium sampai saat ini. Saya udah coba email, tapi sejak hari sabtu di bilang masih dalam tahap proses. Gimana lagi yaa? || SPOTIFY: <mention> Hey Rahadian! We have Indonesian support via email at <url> but if you'd like, we can help out in English via Twitter. Just send us a DM with your account's email address or username so we can check things out /AY <url>",REPRESENTATIVE,2017-11-28T08:24:06+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-156,twcs-6c7a55d9ff80ac89b5c5,<mention> I got an email saying I'd get a 50% cashback credit using my <mention> Quicksilver card through April. Would I get 50% cashback if I sign up for the $99 yearly plan?,CUSTOMER: <mention> I got an email saying I'd get a 50% cashback credit using my <mention> Quicksilver card through April. Would I get 50% cashback if I sign up for the $99 yearly plan? || SPOTIFY: <mention> Hey there! The 50% cash back offer from Capital One isn't valid with the annual subscription of Spotify. We have more info about this here: <url> Let us know if you have any other questions /LM,REPRESENTATIVE,2017-12-02T03:37:23+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-120,twcs-ac70f8e77caf91a95ad1,<mention> Hello - I recently deleted my personal Facebook page (which is how I used to log in). How do I update my new password?,"CUSTOMER: <mention> Hello - I recently deleted my personal Facebook page (which is how I used to log in). How do I update my new password? || SPOTIFY: <mention> Hey Kevin! For this issue, you'll need to reach the team directly here: <url> /I",REPRESENTATIVE,2017-11-29T21:53:51+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-048,twcs-d616677c17354f00dba3,<mention> lately I've been trying to log in to my account and it wont let me can you please fix this,"CUSTOMER: <mention> lately I've been trying to log in to my account and it wont let me can you please fix this || SPOTIFY: <mention> Hey Jose, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /CM <url>",REPRESENTATIVE,2017-11-26T19:38:29+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-183,twcs-74262752d12cbbffe5a5,<mention> stop charging me! Account cancelled months ago! How do I get a refund?,CUSTOMER: <mention> stop charging me! Account cancelled months ago! How do I get a refund? || SPOTIFY: <mention> Hey Cheryl! Can you DM us your account's email address and username? We'll take a look backstage for you /KL <url> || SPOTIFY: <mention> Hey Cheryl! Can you DM us your account's email address and username? We'll get this figured out /KL <url>,REPRESENTATIVE,2017-11-29T15:26:08+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
spotify-gold-candidate-021,twcs-2d6e39359c4b6491a6ae,<mention> I can't log into my account and password reset tokens are broken. Help! Username: 99CENTSPECIAL,"CUSTOMER: <mention> I can't log into my account and password reset tokens are broken. Help! Username: 99CENTSPECIAL || SPOTIFY: <mention> Hey Janelle, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us in the loop /JX || CUSTOMER: <mention> Will try again today but my problem is with the web player, not the phone app || SPOTIFY: <mention> Hey Janelle! We'd suggest deleting your first tweet as it contains your username and sending it to us via DM instead. Let's carry on chatting there /QI <url> || CUSTOMER: <mention> Web player is now working again for me, thanks for the response. || SPOTIFY: <mention> That's great to hear! If you ever need help with anything else, you know where to find us /QI",REPRESENTATIVE,2017-11-30T19:17:32+00:00,spotify-intents-v1,spotify-temporal-v1,spotify-golden-candidates-v1
